ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
81 MARTINDALE BV NE,Non-Residential,MARTINDALE,C-N2,"MULTIPOLYGON (((-113.9519066 51.1137741, -113.9514711 51.1137745, -113.9514717 51.1140081, -113.951536 51.1140485, -113.952451 51.1140477, -113.9525152 51.1140072, -113.9525147 51.1137735, -113.9519066 51.1137741)))"
9620 ELBOW DR SW,Non-Residential,HAYSBORO,C-N2,"MULTIPOLYGON (((-114.0832604 50.9690736, -114.0837763 50.9693923, -114.0838164 50.9694148, -114.0838598 50.9694347, -114.0839061 50.9694519, -114.0839548 50.9694662, -114.0840055 50.9694775, -114.0840576 50.9694856, -114.0841108 50.9694906, -114.0841644 50.9694922, -114.0845644 50.9694923, -114.0846065 50.9687846, -114.0835212 50.9687844, -114.0832604 50.9690736)))"
5010 CENTRE ST NE,Non-Residential,THORNCLIFFE,C-N2,"MULTIPOLYGON (((-114.0616846 51.0968162, -114.0622283 51.0968161, -114.0622282 51.0966106, -114.0616846 51.0966107, -114.0616846 51.0968162)))"
1101 48 AV NW,Non-Residential,NORTH HAVEN,C-N2,"MULTIPOLYGON (((-114.0873999 51.0984238, -114.0873805 51.0984177, -114.0869882 51.0982941, -114.0867662 51.0985137, -114.0867878 51.0985689, -114.0869282 51.0986165, -114.0870717 51.0986604, -114.0872178 51.0987007, -114.08735 51.0984997, -114.0873999 51.0984238)))"
51 SUNMILLS DR SE,Non-Residential,SUNDANCE,C-N2,"MULTIPOLYGON (((-114.0484329 50.9060025, -114.0484595 50.9060026, -114.0484597 50.9059307, -114.04846 50.905839, -114.048461 50.9054433, -114.0484611 50.9054197, -114.048392 50.9054197, -114.0481051 50.9054195, -114.0480631 50.9054195, -114.0480629 50.9054195, -114.0480535 50.9054194, -114.0480438 50.9054194, -114.0479344 50.9054194, -114.0477789 50.9054193, -114.0476308 50.9054192, -114.0476308 50.9054205, -114.0476282 50.9060018, -114.0484329 50.9060025)))"
2040 42 AV SW,Non-Residential,ALTADORE,C-N2,"MULTIPOLYGON (((-114.1082056 51.0164787, -114.1083143 51.0164786, -114.1084229 51.0164785, -114.1085315 51.0164785, -114.1086401 51.0164784, -114.1086408 51.0161423, -114.1085322 51.0161424, -114.1084235 51.0161424, -114.1083149 51.0161425, -114.1082063 51.0161426, -114.1082056 51.0164787)))"
2824 MORLEY TR NW,Non-Residential,BANFF TRAIL,C-N2,"MULTIPOLYGON (((-114.113325 51.0787727, -114.1134945 51.0788587, -114.1138217 51.0786023, -114.1136523 51.0785164, -114.113325 51.0787727)))"
2048 42 AV SW,Non-Residential,ALTADORE,C-N2,"MULTIPOLYGON (((-114.1086401 51.0164784, -114.1087487 51.0164783, -114.1088573 51.0164782, -114.1089659 51.0164782, -114.1090485 51.0164781, -114.1090492 51.0161421, -114.1089667 51.0161421, -114.108858 51.0161422, -114.1087494 51.0161422, -114.1086408 51.0161423, -114.1086401 51.0164784)))"
2404 EDMONTON TR NE,Non-Residential,WINSTON HEIGHTS/MOUNTVIEW,C-N2,"MULTIPOLYGON (((-114.0558036 51.0737948, -114.0559123 51.0737949, -114.056021 51.0737951, -114.0561578 51.0737953, -114.056226 51.0734523, -114.0560245 51.073452, -114.0559157 51.0734518, -114.0558068 51.0734517, -114.0558036 51.0737948)))"
2828 MORLEY TR NW,Residential,BANFF TRAIL,C-N2,"MULTIPOLYGON (((-114.1134945 51.0788587, -114.113664 51.0789446, -114.1138335 51.0790306, -114.1141607 51.0787742, -114.1139912 51.0786883, -114.1138217 51.0786023, -114.1134945 51.0788587)))"
