ADDRESS,ASSESSMENT_CLASS_DESCRIPTION,COMM_NAME,LAND_USE_DESIGNATION,MULTIPOLYGON
163 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0506006 51.1192277, -114.0506442 51.1192278, -114.0507899 51.1189541, -114.0506376 51.1189539, -114.0505417 51.1189901, -114.0505169 51.1190182, -114.0504719 51.1190696, -114.0504288 51.1191216, -114.0503875 51.1191742, -114.0503481 51.1192273, -114.0506006 51.1192277)))"
169 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9794482 51.016026, -113.9795118 51.0162926, -113.9796529 51.0162792, -113.9795892 51.0160126, -113.9794482 51.016026)))"
19 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0513169 51.1188343, -114.0514588 51.1188346, -114.0514972 51.1188161, -114.0515286 51.1185605, -114.0513759 51.1185604, -114.0513506 51.1185603, -114.0513169 51.1188343)))"
128 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0505584 51.1178984, -114.050813 51.1181224, -114.0508435 51.1181105, -114.0508763 51.1181014, -114.0509108 51.1180952, -114.0509463 51.118092, -114.0508461 51.1177939, -114.0508444 51.1177939, -114.0508254 51.1177939, -114.0505584 51.1178984)))"
170 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9793375 51.0156274, -113.9794011 51.0158941, -113.979542 51.0158807, -113.9794784 51.0156141, -113.9793375 51.0156274)))"
244 HUNTWELL PL NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0498692 51.1203472, -114.0498741 51.1204178, -114.0499431 51.1204482, -114.0504269 51.1203672, -114.0503821 51.1202613, -114.0498692 51.1203472)))"
173 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9793073 51.0160393, -113.9793709 51.016306, -113.9795118 51.0162926, -113.9794482 51.016026, -113.9793073 51.0160393)))"
207 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0498755 51.1202328, -114.0498702 51.12029, -114.0498692 51.1203472, -114.0503821 51.1202613, -114.0503373 51.1201554, -114.0498755 51.1202328)))"
177 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9791664 51.0160527, -113.9792303 51.0163194, -113.9793709 51.016306, -113.9793073 51.0160393, -113.9791664 51.0160527)))"
203 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0499005 51.1201151, -114.0498857 51.1201738, -114.0498755 51.1202328, -114.0503373 51.1201554, -114.0502925 51.1200496, -114.0499005 51.1201151)))"
181 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9790255 51.0160661, -113.9790976 51.0163683, -113.9792303 51.0163194, -113.9791664 51.0160527, -113.9790255 51.0160661)))"
208 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0525254 51.1199603, -114.0521499 51.1200959, -114.0522221 51.1201749, -114.0522508 51.1201804, -114.0522803 51.1201837, -114.0523012 51.1201847, -114.0523222 51.1201847, -114.0523432 51.1201837, -114.0523639 51.1201815, -114.0525643 51.1201556, -114.0525874 51.1201328, -114.0526132 51.1201074, -114.0525957 51.1200696, -114.0525752 51.1200325, -114.0525517 51.119996, -114.0525254 51.1199603)))"
199 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0499644 51.1199564, -114.0499464 51.1199947, -114.0499209 51.1200545, -114.0499005 51.1201151, -114.0502925 51.1200496, -114.0504388 51.120025, -114.050448 51.1199541, -114.0499644 51.1199564)))"
185 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9788848 51.0160795, -113.9789652 51.0164173, -113.9790976 51.0163683, -113.9790255 51.0160661, -113.9788848 51.0160795)))"
212 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0519572 51.120164, -114.0519831 51.1201555, -114.0520106 51.1201492, -114.0520391 51.1201454, -114.0520683 51.1201439, -114.0520975 51.120145, -114.0521262 51.1201485, -114.0521538 51.1201544, -114.05218 51.1201625, -114.0522006 51.1201693, -114.0522221 51.1201749, -114.0521499 51.1200959, -114.0520589 51.1199961, -114.0519722 51.1199011, -114.0518478 51.1199461, -114.0517727 51.1199732, -114.0519572 51.120164)))"
108 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0518198 51.1180895, -114.0518951 51.1180895, -114.051933 51.1180875, -114.0519697 51.1180814, -114.0520041 51.1180714, -114.0520353 51.1180578, -114.0520622 51.118041, -114.0520841 51.1180215, -114.0521002 51.1179999, -114.0521101 51.1179769, -114.0521609 51.1177986, -114.0518795 51.1177976, -114.0518214 51.1177974, -114.0518198 51.1180895)))"
103 HUNTWELL PL NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0504728 51.119762, -114.0504458 51.1197595, -114.0504195 51.1197549, -114.0503943 51.1197482, -114.0503707 51.1197397, -114.0503489 51.1197294, -114.0503294 51.1197174, -114.0503124 51.119704, -114.0502982 51.1196894, -114.0502752 51.1196712, -114.0502484 51.1196552, -114.0502183 51.1196417, -114.0501855 51.1196311, -114.0501044 51.1196588, -114.0500167 51.1198453, -114.0504622 51.1198441, -114.0504728 51.119762)))"
13 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9805417 51.0167605, -113.9804098 51.0167947, -113.9805724 51.0170441, -113.9807043 51.0170098, -113.9805417 51.0167605)))"
216 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0514765 51.1200802, -114.0518788 51.1202161, -114.0518941 51.1202007, -114.0519125 51.1201867, -114.0519336 51.1201744, -114.0519572 51.120164, -114.0517727 51.1199732, -114.0514765 51.1200802)))"
112 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.051608 51.1177966, -114.0516065 51.1180951, -114.0517239 51.1180894, -114.0518198 51.1180895, -114.0518214 51.1177974, -114.051608 51.1177966)))"
17 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9805417 51.0167605, -113.9807043 51.0170098, -113.980836 51.0169756, -113.9806734 51.0167263, -113.9805417 51.0167605)))"
220 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0514765 51.1200802, -114.0514758 51.1203362, -114.0518537 51.1202922, -114.0518533 51.1202725, -114.0518575 51.120253, -114.051866 51.120234, -114.0518788 51.1202161, -114.0514765 51.1200802)))"
116 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0513729 51.1177958, -114.0513714 51.1181065, -114.0516065 51.1180951, -114.051608 51.1177966, -114.051574 51.1177965, -114.0515382 51.1177964, -114.0513729 51.1177958)))"
236 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0522189 51.1204698, -114.0526541 51.1204703, -114.0526546 51.1203093, -114.0526546 51.1203082, -114.052589 51.1202754, -114.0524024 51.1202996, -114.0523793 51.1203032, -114.0523569 51.1203082, -114.0523352 51.1203145, -114.0523146 51.1203219, -114.0522951 51.1203306, -114.052277 51.1203402, -114.0522603 51.1203509, -114.0522453 51.1203625, -114.0522329 51.1203721, -114.0522191 51.120381, -114.0522189 51.1204698)))"
21 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9806734 51.0167263, -113.980836 51.0169756, -113.9809678 51.0169414, -113.9808052 51.0166921, -113.9806734 51.0167263)))"
224 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0514757 51.1203641, -114.0514748 51.1206662, -114.0515396 51.1206652, -114.0519277 51.1203843, -114.0519058 51.1203704, -114.0518872 51.1203547, -114.0518724 51.1203375, -114.0518616 51.1203192, -114.0514757 51.1203641)))"
120 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0511509 51.117795, -114.0511495 51.1181172, -114.0513714 51.1181065, -114.0513729 51.1177958, -114.0512924 51.1177955, -114.0511509 51.117795)))"
25 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9808052 51.0166921, -113.9809678 51.0169414, -113.9810995 51.0169072, -113.980937 51.0166579, -113.9808052 51.0166921)))"
228 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0519277 51.1203843, -114.0515396 51.1206652, -114.0517135 51.1206626, -114.0519659 51.1206587, -114.0519878 51.1206584, -114.0520408 51.1204167, -114.05201 51.1204125, -114.0519805 51.1204056, -114.0519529 51.1203961, -114.0519277 51.1203843)))"
64 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0520589 51.1199961, -114.0521499 51.1200959, -114.0525254 51.1199603, -114.0524894 51.1199178, -114.0524364 51.1198598, -114.0520589 51.1199961)))"
29 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.980937 51.0166579, -113.9810995 51.0169072, -113.9812313 51.016873, -113.9810687 51.0166237, -113.980937 51.0166579)))"
236 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0494404 51.1209987, -114.0496268 51.1212089, -114.0499427 51.1210022, -114.0499119 51.1209682, -114.0498826 51.1209336, -114.0494404 51.1209987)))"
11 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0511423 51.1188341, -114.0513169 51.1188343, -114.0513506 51.1185603, -114.051176 51.1185601, -114.0511423 51.1188341)))"
124 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0509463 51.118092, -114.0509894 51.1180923, -114.0510318 51.118097, -114.0510724 51.118106, -114.0511101 51.1181191, -114.0511495 51.1181172, -114.0511509 51.117795, -114.0511424 51.117795, -114.0509933 51.1177945, -114.0508461 51.1177939, -114.0509463 51.118092)))"
232 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0520408 51.1204167, -114.0519878 51.1206584, -114.0522183 51.1206549, -114.0522184 51.1206178, -114.0522189 51.1204698, -114.0522191 51.120381, -114.0522006 51.1203907, -114.0521805 51.1203991, -114.052159 51.1204061, -114.0521364 51.1204115, -114.052113 51.1204153, -114.052089 51.1204174, -114.0520649 51.1204179, -114.0520408 51.1204167)))"
123 HUNTWELL CO NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0514275 51.1200411, -114.0514765 51.1200802, -114.0517727 51.1199732, -114.0518478 51.1199461, -114.0517604 51.1197186, -114.051727 51.119722, -114.0516932 51.1197221, -114.0516598 51.1197189, -114.0516275 51.1197124, -114.0514275 51.1200411)))"
33 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9810687 51.0166237, -113.9812313 51.016873, -113.9813825 51.0168337, -113.98122 51.0165844, -113.9810687 51.0166237)))"
84 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0522184 51.1206178, -114.0526537 51.1206183, -114.0526541 51.1204703, -114.0522189 51.1204698, -114.0522184 51.1206178)))"
23 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0515286 51.1185605, -114.0514972 51.1188161, -114.0515183 51.1188087, -114.0515403 51.1188024, -114.0515632 51.1187975, -114.0515867 51.118794, -114.0516106 51.1187918, -114.0516347 51.1187911, -114.0516588 51.1187917, -114.0516828 51.1187937, -114.0517501 51.1185608, -114.0516109 51.1185606, -114.0515286 51.1185605)))"
132 HUNTWELL RD NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0505584 51.1178984, -114.0504328 51.1179476, -114.0503542 51.1181082, -114.050732 51.118182, -114.0507478 51.1181649, -114.0507668 51.1181491, -114.0507886 51.1181349, -114.050813 51.1181224, -114.0505584 51.1178984)))"
174 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9791966 51.0156408, -113.9792603 51.0159074, -113.9794011 51.0158941, -113.9793375 51.0156274, -113.9791966 51.0156408)))"
56 HUNTWELL WY NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0519232 51.1196164, -114.0521307 51.1198439, -114.0523497 51.1197648, -114.0521482 51.1195438, -114.0520591 51.1195287, -114.0520338 51.1195378, -114.0520159 51.1195449, -114.0519989 51.1195529, -114.051983 51.1195618, -114.0519683 51.1195714, -114.0519549 51.1195817, -114.0519428 51.1195927, -114.0519323 51.1196043, -114.0519232 51.1196164)))"
72 HUNTSTROM DR NE,Residential,HUNTINGTON HILLS,R-MH,"MULTIPOLYGON (((-114.0501702 51.121969, -114.050178 51.1220122, -114.0501943 51.1220857, -114.0506253 51.1220479, -114.050609 51.1219744, -114.0506159 51.1219448, -114.0501702 51.121969)))"
202 ERIN WOODS CI SE,Residential,ERIN WOODS,R-MH,"MULTIPOLYGON (((-113.9779449 51.015938, -113.9783899 51.0160343, -113.9784005 51.0160214, -113.978413 51.0160091, -113.9784271 51.0159975, -113.9784429 51.0159868, -113.977964 51.0157578, -113.9779449 51.015938)))"
